"community,price,area,layout,site,total_height,toward,built_year"
"金色九洲,420,237.26,4室2厅,高,17.0,南,2006-01-01"
"万科城,220,110.95,4室2厅,高,34.0,南,2017-01-01"
"岭秀城,190,84.0,2室2厅,高,26.0,南,2007-01-01"
"幸福里,149,75.53,2室1厅,低,18.0,东南,2010-01-01"
"盈彩美居,435,155.0,4室2厅,中,17.0,南北,2009-01-01"
"五洲花城三期,658,123.62,4室2厅,高,36.0,南,2020-01-01"
"邮电宿舍,137,98.79,3室2厅,低,7.0,北,1997-01-01"
"东方傲景峰,338,153.55,3室2厅,中,28.0,东,2007-01-01"
"华发国际海岸,330,116.9,4室2厅,高,30.0,南,2019-01-01"
"五洲花城二期,760,225.55,4室2厅,高,31.0,南,2012-01-01"
"荣泰河庭,208,89.54,3室2厅,低,9.0,南北,2005-01-01"
"三好名苑,298,106.21,3室2厅,高,11.0,南,2005-01-01"
"华发四季峰景,220,81.0,3室2厅,低,45.0,南,2019-01-01"
"幸福里,210,88.86,3室2厅,低,41.0,南,2024-01-01"
"金域华府,298,79.27,3室2厅,中,32.0,南,2014-01-01"
"龙光·玖榕湾,240,104.99,3室2厅,中,26.0,南,2018-01-01"
"华发城建四季半岛,260,99.74,3室2厅,低,32.0,南,2020-01-01"
"华发峰景湾,180,75.67,2室1厅,高,39.0,南,2017-01-01"
"明海雅苑,199,82.51,2室2厅,高,18.0,南,2016-01-01"
"中海滨河湾,250,97.0,2室2厅,高,37.0,南,2010-01-01"
"恒隆御园,430,129.0,4室2厅,低,26.0,南北,2017-01-01"
"正方云曦山,145,76.0,3室2厅,低,32.0,东南,2021-01-01"
"绿景玺悦湾,418,142.49,4室2厅,低,41.0,南北,2024-01-01"
"景湾豪苑,410,210.65,4室2厅,高,17.0,南,2003-01-01"
"园林花园,250,150.0,4室2厅,中,8.0,东,2005-01-01"
"利腾金力湾商住楼,285,88.22,3室2厅,中,32.0,南,2021-01-01"
"中铁·诺德国际,298,108.05,3室2厅,高,28.0,南北,2018-01-01"
"中海·环宇城,230,86.41,2室2厅,低,37.0,东,2021-01-01"
"龙光海悦云天,378,131.41,4室2厅,高,28.0,南,2010-01-01"
"仁恒星园,620,226.39,4室2厅,中,22.0,南北,2007-01-01"
"华策南湾国际,320,131.55,3室2厅,高,32.0,南,2014-01-01"
"凤凰花园,315,113.61,3室2厅,中,31.0,东南,2003-01-01"
"绿景玺悦湾,370,122.0,3室2厅,低,32.0,东南,2021-01-01"
"翡翠山庄,100,80.69,3室2厅,高,10.0,南,1992-01-01"
"金域华府,298,77.39,3室2厅,高,18.0,东南,2014-01-01"
"金地伊顿山,300,91.49,3室2厅,高,31.0,南,2010-01-01"
"中信红树湾南区,510,155.0,3室2厅,高,32.0,南,2017-01-01"
"锦园,288,127.0,3室2厅,低,33.0,东北,2012-01-01"
"中海富华里,210,90.0,3室2厅,高,29.0,东北,2013-01-01"
"时代保利中环广场,320,103.27,3室2厅,中,31.0,南,2006-01-01"
"菁华名苑,300,121.06,3室2厅,中,11.0,南,2007-01-01"
"正方南湾首府,235,99.0,4室2厅,低,32.0,南北,2023-01-01"
"华发四季,635,153.94,4室2厅,高,32.0,南北,2014-01-01"
"金桦城市花园,240,109.54,3室2厅,高,7.0,南,2000-01-01"
"熙园,395,161.0,3室2厅,高,11.0,南,2003-01-01"
"华发世纪城四期,448,177.71,5室2厅,中,11.0,南北,2012-01-01"
"华发琴澳新城四季峰景,190,79.8,3室2厅,低,29.0,东北,2021-01-01"
"招商花园城二期,220,87.26,3室2厅,中,26.0,南,2012-01-01"
"中海滨河湾,410,134.62,3室2厅,高,37.0,南,2010-01-01"
"中铁·诺德国际,385,113.62,3室2厅,中,28.0,南北,2019-01-01"
"中珠上城,280,110.0,4室2厅,中,28.0,南,2007-01-01"
"钰海帝景,1500,302.32,5室2厅,低,30.0,南,2010-01-01"
"富豪花园,103,89.0,3室2厅,高,8.0,北,2018-01-01"
"粤海国际花园,300,83.0,2室2厅,中,11.0,西南,2002-01-01"
"中珠九悦,350,134.79,3室2厅,低,23.0,南北,2012-01-01"
"华发山庄,478,172.97,4室2厅,高,18.0,南北,2016-01-01"
"双瑞藏龙湾花园,235.1,95.0,3室2厅,低,32.0,南,2020-01-01"
"锦绣四季花园三期,100,63.0,2室2厅,中,28.0,南北,2019-01-01"
"东方傲景峰,338,153.55,3室2厅,中,28.0,东,2007-01-01"
"世邦佰亚燕都,180,89.0,3室2厅,高,32.0,南,2015-01-01"
"云顶澜山,188,91.26,3室2厅,中,31.0,东南,2011-01-01"
"长环新村,120,79.93,2室2厅,低,8.0,东北,1995-01-01"
"香怡园,262,109.21,3室2厅,中,14.0,南,2018-01-01"
"万和国际公馆二期,388,170.82,4室2厅,中,14.0,南北,2007-01-01"
"华发世纪城四期,269,122.43,3室2厅,中,32.0,南北,2009-01-01"
"荣泰河庭,160,89.46,3室2厅,高,9.0,南北,2005-01-01"
"清华十二郡,304,107.87,3室2厅,中,11.0,南北,2012-01-01"
"中信红树湾一期,780,154.05,4室2厅,中,32.0,东北,2013-01-01"
"御景国际花园,245,87.0,3室2厅,高,32.0,南,2009-01-01"
"鸿翠阁,245,99.81,3室2厅,高,24.0,南,2010-01-01"
"华策南湾国际,740,227.76,4室2厅,高,31.0,东南,2014-01-01"
"云顶澜山,180,90.24,3室2厅,高,32.0,东,2018-01-01"
"尚东领御,600,165.56,3室2厅,中,24.0,南,2015-01-01"
"金桦城市花园,240,109.54,3室2厅,顶,7.0,南北,2000-01-01"
"新光御景山,290,97.14,3室2厅,高,20.0,南北,2012-01-01"
"景山一号,334,142.24,3室2厅,中,27.0,南,2007-01-01"
"岭南世家华景园,152,73.33,2室2厅,高,11.0,北,2003-01-01"
"华发新城三期,270,136.07,3室2厅,中,27.0,南北,2012-01-01"
"华发琴澳新城四季峰景,215,89.0,3室2厅,低,45.0,南,2023-01-01"
"华发新城六期,205,89.0,3室2厅,底,19.0,南北,2013-01-01"
"绿景玺悦湾,720,258.0,5室2厅,低,32.0,南,2022-01-01"
"晴朗新地园,208,90.36,3室2厅,顶,25.0,东,2009-01-01"
"尚东领御,640,191.52,3室2厅,中,48.0,南北,2016-01-01"
"中海滨河湾,358,139.0,3室2厅,高,37.0,南,2018-01-01"
"华发四季,888,191.0,4室2厅,低,31.0,东南,2014-01-01"
"龙光玖龙湾,299,108.62,3室1厅,中,50.0,东南,2018-01-01"
"华发世纪城四期,450,170.64,4室2厅,高,31.0,东南,2018-01-01"
"金域华府,268,77.39,3室2厅,高,18.0,东南,2014-01-01"
"中珠上城,328,121.76,4室2厅,中,28.0,北,2007-01-01"
"红树别院,290,116.58,3室2厅,中,15.0,南北,2016-01-01"
"中珠九悦,435,153.7,4室2厅,底,17.0,南,2012-01-01"
"芭堤雅境,285,143.99,3室2厅,中,17.0,南,2008-01-01"
"金桦城市花园,278,114.15,3室2厅,高,7.0,南,2000-01-01"
"华翠豪庭,200,110.95,3室2厅,中,6.0,南,2008-01-01"
"云顶澜山,332,134.0,4室2厅,中,28.0,南北,2011-01-01"
"仁恒滨海中心,1060,221.54,3室2厅,中,32.0,东南,2015-01-01"
"双水湾,950,250.15,5室2厅,中,31.0,东南,2012-01-01"
"金地伊顿山,425,108.0,3室2厅,低,32.0,南北,2011-01-01"
"新光御景山,420,138.0,4室2厅,高,29.0,南北,2012-01-01"
"华发广场,375,90.0,3室2厅,中,45.0,南,2018-01-01"
"城市印象,480,171.04,4室2厅,中,18.0,南北,2007-01-01"
"国维中央广场,78,37.0,1室2厅,中,33.0,南北,2020-01-01"
"金域华府,260,79.27,3室2厅,中,32.0,南,2014-01-01"
"双瑞藏龙湾花园,400,143.0,4室2厅,中,31.0,南北,2019-01-01"
"曦华园,800,227.0,5室2厅,中,31.0,南,2015-01-01"
"二城心作,270,92.31,3室2厅,高,30.0,南,2010-01-01"
"琴澳新城四季半岛钻石,205,75.0,2室2厅,中,32.0,东南,2020-01-01"
"海愉半岛,345,150.13,3室2厅,低,14.0,南,2002-01-01"
"五洲花城三期,640,145.0,4室2厅,中,32.0,北,2024-01-01"
"恒裕水墨兰亭,740,168.0,4室2厅,低,31.0,南,2016-01-01"
"金域华府,280,82.39,3室2厅,低,18.0,南,2014-01-01"
"仁恒星园,430,131.52,3室2厅,中,28.0,南北,2011-01-01"
"万科金域缇香,230,88.53,3室2厅,低,32.0,南,2015-01-01"
"金域华府,265,79.0,3室2厅,高,32.0,南,2003-01-01"
"华发新城六期,225,88.12,3室2厅,中,31.0,南北,2012-01-01"
"南村豪苑,228,104.0,3室2厅,高,7.0,南,2002-01-01"
"锦绣柠溪,438,198.47,4室2厅,中,17.0,南,2003-01-01"
"华发新城六期,97,41.01,1室1厅,低,28.0,东,2014-01-01"
"云涛阁,175,103.36,3室2厅,中,8.0,南,2006-01-01"
"锦绣柠溪,350,172.0,4室2厅,低,17.0,南北,2003-01-01"
"龙园海湾雅苑,95,35.34,1室1厅,高,29.0,西北,2018-01-01"
"万丰新园,228,142.29,4室2厅,高,11.0,南,2000-01-01"
"春晖秋实苑,360,129.67,4室2厅,高,11.0,南,2006-01-01"
"中信红树湾南区,1000,232.77,5室2厅,低,43.0,南,2019-01-01"
"五洲花城二期,660,180.54,4室2厅,高,32.0,南,2012-01-01"
"狮山路住宅,680,177.18,4室2厅,底,3.0,南,1998-01-01"
"华发峰景湾,258,98.19,3室2厅,高,39.0,南北,2018-01-01"
"香都三好名苑,285,103.77,3室2厅,低,11.0,南,2018-01-01"
"仁恒滨海中心,1200,221.54,3室2厅,低,33.0,南,2016-01-01"
"中海滨河湾,358,139.0,3室2厅,高,37.0,南,2018-01-01"
"路福鸿馨园,300,132.0,3室2厅,中,17.0,南,2009-01-01"
"华发四季,610,154.7,4室2厅,底,18.0,南北,2018-01-01"
"仁恒滨海中心,1350,216.73,3室2厅,低,32.0,南,2015-01-01"
"中珠九悦,340,134.79,3室2厅,低,23.0,南北,2012-01-01"
"五洲花城三期,680,145.19,4室2厅,中,32.0,北,2024-01-01"
"华发城建四季半岛,260,99.74,3室2厅,低,32.0,南,2020-01-01"
"华发琴澳新城四季峰景,118,41.25,1室0厅,高,44.0,东,2019-01-01"
"华发峰景湾,460,170.04,3室2厅,低,29.0,东南,2017-01-01"
"华发未来荟,60,34.37,1室0厅,低,27.0,南,2016-01-01"
"格力广场一期,400,143.0,3室2厅,低,32.0,南,2012-01-01"
"万科城,248,114.8,4室2厅,低,41.0,东南,2016-01-01"
"五洲花城C区,300,91.0,3室2厅,中,11.0,南北,2012-01-01"
"三好名苑,360,121.99,3室2厅,中,17.0,南,2005-01-01"
"春泽名园,170,89.42,3室2厅,高,11.0,北,2005-01-01"
"华发城建四季半岛,248,98.06,3室2厅,高,31.0,南,2018-01-01"
"华南名宇,125,79.16,2室2厅,低,18.0,西北,2004-01-01"
"夏宫国际花园,270,129.89,3室2厅,中,10.0,东南,2001-01-01"
"尚东领御,638,191.52,3室2厅,中,48.0,南北,2016-01-01"
"尚东领御,515,165.56,3室2厅,中,24.0,南,2012-01-01"
"尚东领御,600,191.0,4室2厅,高,47.0,南,2012-01-01"
"绿景玺悦湾,380,123.0,3室2厅,低,19.0,南,2021-01-01"
"御景龙湖,395,119.77,4室2厅,高,18.0,南,2016-01-01"
"珠光里程花园,640,143.67,4室2厅,中,25.0,南北,2021-01-01"
"卓雅东苑,135,81.19,3室2厅,高,7.0,南,2005-01-01"
"中珠九悦,460,153.7,5室2厅,高,17.0,南北,2012-01-01"
"中海寰宇天下,575,169.09,4室2厅,低,25.0,南北,2020-01-01"
"安居园,140,87.62,3室2厅,中,7.0,南,2024-01-01"
"金碧时代广场,328,136.11,3室2厅,中,30.0,东南,2007-01-01"
"香山人家,640,187.81,4室2厅,低,27.0,南北,2018-01-01"
"中信红树湾四期,600,177.82,4室2厅,低,31.0,东南,2023-01-01"
"金地伊顿山,312,86.55,3室2厅,中,31.0,南,2010-01-01"
"中信红树湾,1100,295.98,5室2厅,中,44.0,南北,2013-01-01"
"万科城,283,140.0,4室2厅,高,34.0,西北,2018-01-01"
"仁恒星园,570,225.0,4室2厅,中,22.0,南,2008-01-01"
"鸿运花园,132,83.16,3室2厅,中,7.0,南,1999-01-01"
"格力广场一期,300,92.5,3室2厅,中,41.0,东南,2016-01-01"
"仁恒星园,445,145.21,3室2厅,低,22.0,东南,2010-01-01"
"城市风景,238,114.7,3室2厅,中,17.0,南,2008-01-01"
"华景西苑,210,105.0,3室2厅,中,5.0,东南,1994-01-01"
"万和国际公馆二期,600,290.0,4室3厅,底,1.0,北,2009-01-01"
"金溪花园,163,85.63,3室2厅,中,7.0,南北,1999-01-01"
"东方顺景,225,111.1,3室2厅,低,25.0,南,2006-01-01"
"尚东领御,680,139.85,5室2厅,中,39.0,南北,2012-01-01"
"恒裕尚都,105,58.16,1室1厅,中,28.0,南,2005-01-01"
"华发城建四季半岛,188,75.26,2室2厅,顶,33.0,北,2020-01-01"
"银石雅园,140,80.0,2室2厅,高,16.0,南,2004-01-01"
"华翠豪庭,200,110.95,3室2厅,中,6.0,南,2008-01-01"
"公园里,208,103.0,3室2厅,低,30.0,南,2008-01-01"
"锦绣柠溪,256,121.62,3室2厅,低,17.0,南,2004-01-01"
"珠光里程花园,600,127.3,4室2厅,高,31.0,南北,2019-01-01"
"华发山庄,695,233.68,6室2厅,中,12.0,南北,2016-01-01"
"华发山庄,478,173.25,4室2厅,高,17.0,南北,2016-01-01"
"华发峰景湾,235,98.19,3室2厅,高,39.0,南,2017-01-01"
"万科金域蓝湾,570,178.27,4室2厅,低,47.0,东南,2008-01-01"
"凤山府,285,135.92,4室2厅,低,34.0,南,2014-01-01"
"诚丰怡园,438,147.27,4室2厅,高,18.0,南,2010-01-01"
"仁恒滨海中心,1522,304.46,5室2厅,低,34.0,南北,2016-01-01"
"龙洲湾花园,250,130.49,3室2厅,低,11.0,东南,2004-01-01"
"南湾国际花园,285,130.0,3室2厅,中,32.0,南,2013-01-01"
"金域华府,355,79.44,3室2厅,高,32.0,西南,2003-01-01"
"华南名宇,125,79.16,2室2厅,低,18.0,西北,2004-01-01"
"五洲康城,238,101.46,3室2厅,中,11.0,北,2007-01-01"
"正方南湾首府,170,76.0,3室2厅,底,32.0,南北,2018-01-01"
"华发琴澳新城四季峰景,190,79.8,3室2厅,低,29.0,东北,2021-01-01"
"中珠九悦,380,142.0,4室2厅,高,28.0,南,2012-01-01"
"华发琴澳新城四季峰景,220,89.83,3室2厅,中,32.0,南,2023-01-01"
"正方南湾首府,247,99.0,4室2厅,低,32.0,南北,2013-01-01"
"嘉祥苑,222,92.66,3室2厅,低,11.0,南,2006-01-01"
"华发广场,410,110.06,3室2厅,中,45.0,南北,2020-01-01"
"格力广场一期,360,138.46,3室2厅,中,31.0,南北,2012-01-01"
"华发新城二期,395,164.0,4室2厅,低,11.0,南,2007-01-01"
"华发琴澳新城四季峰景,249,89.46,3室2厅,中,48.0,南,2021-01-01"
"万科城,192,89.0,3室2厅,中,26.0,东南,2019-01-01"
"云顶澜山,120,70.0,2室2厅,高,31.0,南,2024-01-01"
"金鸿利嘉阁,256,78.77,3室2厅,高,17.0,南,2012-01-01"
"鸿雁新苑,105,78.1,3室2厅,中,7.0,东南,1998-01-01"
"仁恒星园,380,143.93,3室2厅,高,16.0,西北,2008-01-01"
"中信红树湾二期,439,151.0,4室2厅,低,32.0,南,2017-01-01"
"国维中央广场,139.9,71.0,2室2厅,低,33.0,南北,2021-01-01"
"金域华府,370,97.5,4室2厅,中,32.0,西南,2003-01-01"
"华发峰景湾,266,113.55,3室2厅,低,39.0,南北,2017-01-01"
"龙光玖龙湾,299,108.62,3室1厅,中,50.0,东南,2018-01-01"
"尚东领御,650,192.0,3室2厅,高,47.0,东南,2016-01-01"
"荣泰河庭,123,79.0,2室2厅,中,11.0,北,2007-01-01"
"鸿翠阁,160,69.06,2室2厅,低,24.0,东南,2011-01-01"
"鸿翠阁,168,69.06,2室2厅,中,24.0,东南,2010-01-01"
"中信红树湾,515,171.0,4室2厅,中,32.0,南北,2011-01-01"
"华发琴澳新城·银景湾,275,99.0,4室2厅,低,30.0,南北,2021-01-01"
"云顶澜山,290,123.34,3室2厅,高,30.0,南,2014-01-01"
"中信红树湾南区,880,232.86,5室2厅,低,44.0,南,2015-01-01"
"中珠九悦,540,153.71,4室2厅,中,17.0,南,2012-01-01"
"华发四季,520,153.82,3室2厅,高,31.0,南,2014-01-01"
"五洲花城,695,123.0,4室2厅,高,39.0,南,2021-01-01"
"南厦丰泽园,235,101.77,3室2厅,中,11.0,北,2005-01-01"
"幸福园,186,107.58,3室2厅,中,10.0,东南,2005-01-01"
"湾区星座,110,60.0,2室2厅,中,20.0,南北,2020-01-01"
"清华十二郡,210,77.08,3室2厅,底,11.0,西南,2012-01-01"
"城市风景,240,115.0,3室2厅,高,17.0,东南,2008-01-01"
"华发世纪城二期,402,136.18,3室2厅,高,30.0,南,2010-01-01"
"金沙美地,220,95.21,3室2厅,中,19.0,南,2013-01-01"
"华发世纪城二期,325,107.0,3室2厅,中,27.0,南,2007-01-01"
"中信红树湾,800,237.06,5室2厅,顶,44.0,东南,2011-01-01"
"银海新村,100,54.99,2室1厅,中,17.0,东南,1992-01-01"
"九洲时代,210,120.1,3室2厅,中,20.0,东南,2003-01-01"
"悦澜山,320,128.4,3室2厅,中,31.0,东南,2018-01-01"
"华发山庄,478,172.97,4室2厅,高,18.0,南北,2016-01-01"
"招商花园城二期,236,86.73,3室2厅,高,26.0,东南,2012-01-01"
"华发四季,520,127.15,3室2厅,低,32.0,东南,2013-01-01"
"正方深悦湾花园,226,99.0,4室2厅,中,12.0,南,2021-01-01"
"莱茵半岛,178,93.94,2室2厅,低,33.0,南,2010-01-01"
"莱茵半岛,180,94.12,2室2厅,中,33.0,东南,2008-01-01"
"恒裕水墨兰亭,890,178.12,4室2厅,低,31.0,东南,2017-01-01"
"双瑞藏龙湾花园,308,108.0,4室2厅,中,47.0,南,2020-01-01"
"双瑞藏龙湾花园,386,125.0,4室2厅,低,32.0,南北,2018-01-01"
"山场花园,248,81.0,3室2厅,中,11.0,东,2005-01-01"
"华发新城六期,200,87.0,3室2厅,低,31.0,西南,2012-01-01"
"五洲花城三期,800,168.19,5室2厅,低,32.0,南北,2024-01-01"
"华发城建四季半岛,150,75.3,2室2厅,中,33.0,东南,2020-01-01"
"华发四季,520,153.82,3室2厅,高,31.0,南,2014-01-01"
"宝地康泰花园,268,144.25,3室2厅,低,17.0,南北,2006-01-01"
"华发山庄,500,172.97,4室2厅,高,18.0,南,2016-01-01"
"华业临海,135,58.37,1室1厅,中,25.0,南,2009-01-01"
"五洲康城,205,94.23,3室2厅,中,11.0,南,2007-01-01"
"华发新城三期,290,134.28,3室2厅,高,27.0,南,2007-01-01"
"万和国际公馆二期,790,295.41,7室2厅,底,3.0,南,2018-01-01"
"华发广场,375,89.63,3室2厅,高,31.0,南北,2018-01-01"
"金地花园,180,80.78,2室2厅,高,17.0,东南,2007-01-01"
"琴澳新城四季半岛钻石,279,90.0,3室2厅,高,31.0,南,2020-01-01"
"四季半岛钻石湾,195,75.0,2室2厅,中,32.0,东南,2020-01-01"
"凤凰花园,365,143.59,3室2厅,中,28.0,西南,2003-01-01"
"华发四季,580,153.82,4室2厅,高,31.0,南,2014-01-01"
"华发新城三期,350,129.0,3室2厅,低,31.0,南,2006-01-01"
"华发四季,600,153.94,4室2厅,高,32.0,南北,2014-01-01"
"建发央璟,310,93.35,3室2厅,中,31.0,东南,2021-01-01"
"华发山庄,388,157.23,3室2厅,低,17.0,南北,2017-01-01"
"格力广场一期,400,143.0,3室2厅,低,32.0,南,2012-01-01"
"琴澳新城四季半岛钻石,615,169.0,5室2厅,低,9.0,南北,2018-01-01"
"华发城建四季半岛,268,97.97,3室2厅,高,29.0,南,2021-01-01"
"绿景玺悦湾,450,142.49,4室2厅,低,41.0,南北,2023-01-01"
"万科金域蓝湾,518,180.28,4室2厅,高,47.0,东南,2008-01-01"
"中珠九悦,340,125.0,3室2厅,中,28.0,南,2012-01-01"
"香都三好名苑,310,103.77,3室2厅,低,11.0,南,2005-01-01"
"华发新城五期,610,297.99,5室3厅,中,29.0,南,2009-01-01"
"恒雅名园,113,81.94,3室1厅,顶,7.0,南,2003-01-01"
"中星广场,60,57.0,1室1厅,高,26.0,东南,2019-01-01"
"华发世纪城四期,480,196.76,4室1厅,中,11.0,南北,2012-01-01"
"棕榈假日,120,80.97,2室2厅,高,11.0,南,2004-01-01"
"安居园,97,63.65,2室2厅,高,7.0,西,1995-01-01"
"招商花园城一期,220,89.39,2室2厅,中,20.0,南,2010-01-01"
"华发四季峰景,180,81.0,3室2厅,中,32.0,南,2019-01-01"
"御景龙湖,600,144.49,4室2厅,中,19.0,南北,2014-01-01"
"华发城建四季半岛,285,97.89,3室2厅,低,31.0,南,2018-01-01"
"五洲康城,463,210.46,7室2厅,中,11.0,北,2007-01-01"
"海湾花园,255,143.17,3室2厅,低,25.0,东南,2018-01-01"
"香宁花园,102,84.29,3室1厅,顶,7.0,南,1997-01-01"
"恒裕水墨兰亭,560,119.68,4室2厅,高,30.0,南,2016-01-01"
"华发新城六期,216,88.13,3室1厅,低,32.0,北,2013-01-01"
"五洲花城,568,166.1,5室2厅,中,17.0,南北,2005-01-01"
"五洲花城C区,260,91.06,3室2厅,高,11.0,北,2014-01-01"
"景山一号,289,142.0,3室2厅,中,21.0,南北,2005-01-01"
"格力广场一期,420,129.02,3室2厅,高,32.0,南,2010-01-01"
"金域华府,250,79.0,3室2厅,高,32.0,南,2003-01-01"
"华发世纪城四期,480,196.76,4室1厅,中,11.0,南北,2012-01-01"
"国维中央广场,139.9,71.0,2室2厅,低,33.0,南北,2021-01-01"
"华景西苑,210,105.0,3室2厅,中,5.0,东南,1994-01-01"
"仁恒星园,415,126.73,4室3厅,高,26.0,南北,2011-01-01"
"诚丰广场住宅,165,96.78,3室2厅,中,29.0,南,2015-01-01"
"石竹苑,90,61.44,2室1厅,中,7.0,东,1996-01-01"
"中信红树湾,1400,248.34,6室2厅,中,5.0,南北,2011-01-01"
"康怡花园,165,95.47,3室1厅,中,7.0,南,2018-01-01"
"中海寰宇天下,305,97.0,3室2厅,中,22.0,东南,2020-01-01"
"海湾半山,459,174.18,3室2厅,低,32.0,东,2005-01-01"
"绿景玺悦湾,380,123.0,3室2厅,低,19.0,南,2021-01-01"
"梅溪公安城,140,76.0,3室1厅,高,7.0,南北,1998-01-01"
"海愉半岛,320,143.78,3室2厅,中,14.0,东南,2002-01-01"
"中信红树湾,410,126.14,3室2厅,高,32.0,东南,2011-01-01"
"双水湾,950,250.15,5室2厅,中,31.0,东南,2012-01-01"
"华发未来荟,140,74.33,2室2厅,中,11.0,西北,2016-01-01"
"香怡园,148,66.5,2室2厅,高,7.0,南,2001-01-01"
"时代保利中环广场,245,101.47,3室2厅,高,30.0,南北,2019-01-01"
"鸿翠阁,168,69.06,2室2厅,中,24.0,东南,2010-01-01"
"香都三好名苑,330,107.0,3室2厅,中,11.0,南,2005-01-01"
"华发琴澳新城四季峰景,250,89.89,3室2厅,中,46.0,南,2021-01-01"
"仁恒星园,600,210.0,4室2厅,低,30.0,北,2008-01-01"
"仁恒星园,260,94.7,3室2厅,高,30.0,南,2008-01-01"
"华发峰景湾,199,75.72,2室2厅,高,39.0,东,2018-01-01"
"五洲花城三期,645,145.0,4室2厅,中,32.0,北,2024-01-01"
"龙光玖云汇,283,132.49,4室2厅,底,6.0,南,2006-01-01"
"金域华府,360,97.09,4室2厅,高,32.0,南,2003-01-01"
"南村豪苑,260,119.5,3室2厅,中,7.0,西,2003-01-01"
"康怡花园,166,84.0,3室2厅,高,7.0,南,2000-01-01"
"金溪花园,163,85.63,3室2厅,中,7.0,南北,1999-01-01"
"优仕雅苑,253,90.69,3室2厅,高,19.0,南,2010-01-01"
"权英豪苑,520,160.25,5室2厅,高,12.0,南北,2000-01-01"
"三好名苑,186,54.89,2室2厅,中,12.0,东,2005-01-01"
"钰海帝景,850,264.75,4室2厅,中,29.0,南北,2009-01-01"
"中信红树湾花园,450,168.91,4室2厅,中,31.0,东南,2012-01-01"
"仁恒星园,430,131.52,3室2厅,中,28.0,南北,2011-01-01"
"海湾花园,153,100.13,2室1厅,低,28.0,东南,1996-01-01"
"鹏瑞·珠澳湾中心,133,69.0,1室1厅,高,42.0,南,2022-01-01"
"清华十二郡,210,77.08,3室2厅,底,11.0,西南,2012-01-01"
"华发世纪城二期,248,107.38,3室2厅,低,29.0,南,2007-01-01"
"锦绣四季花园一期,120,63.7,2室2厅,中,28.0,南,2018-01-01"
"五洲花城二期,760,239.0,5室2厅,高,31.0,南,2012-01-01"
"中海寰宇天下,298,86.0,3室2厅,低,30.0,东北,2023-01-01"
"岭秀城,318,121.65,3室2厅,高,29.0,北,2009-01-01"
"金域华府,268,77.39,3室2厅,高,18.0,东南,2014-01-01"
"华景花园西苑,230,115.09,3室2厅,中,19.0,西南,1998-01-01"
"锦园,288,113.03,3室2厅,中,32.0,南,2012-01-01"
"招商花园城二期,220,87.26,3室2厅,中,26.0,南,2012-01-01"
"富康花园,188,92.47,3室2厅,中,7.0,南北,2000-01-01"
"华发四季峰景,320,141.08,4室2厅,中,34.0,南北,2020-01-01"
"曦华园,800,227.0,5室2厅,中,31.0,南,2015-01-01"
"金域华府,500,123.33,4室2厅,低,11.0,南,2013-01-01"
"双城汇,49,35.31,1室0厅,顶,27.0,北,2014-01-01"
"万科金域蓝湾,428,104.97,3室2厅,中,47.0,东,2008-01-01"
"金域华府,250,79.67,3室2厅,中,32.0,南,2003-01-01"
"格力广场一期,340,119.75,3室2厅,低,32.0,西,2010-01-01"
"华发未来荟,219,106.03,3室1厅,高,38.0,南,2016-01-01"
"云山诗意,500,180.0,5室2厅,中,23.0,南北,2008-01-01"
"凤凰公馆,320,107.58,3室2厅,顶,31.0,南北,2022-01-01"
"时代保利中环广场,238,89.89,3室2厅,低,39.0,南,2017-01-01"
"金地伊顿山,570,161.0,4室2厅,高,31.0,南北,2013-01-01"
"京华奥园,125,76.07,2室2厅,高,18.0,东南,2007-01-01"
"国维中央广场,219,75.0,2室2厅,中,34.0,南,2020-01-01"
"万科金域蓝湾,380,104.51,3室2厅,中,47.0,东,2008-01-01"
"京华奥园,125,76.07,2室2厅,高,18.0,东南,2007-01-01"
"华发峰景湾,246,98.19,3室2厅,高,39.0,南,2017-01-01"
"御景龙湖,415,119.77,4室2厅,高,18.0,南,2016-01-01"
"宜加苑,255,99.58,3室2厅,低,18.0,南北,2010-01-01"
"华发新城四期,215,85.81,2室2厅,中,18.0,南,2007-01-01"
"仁恒星园,580,220.0,4室2厅,高,22.0,南,2008-01-01"
"龙光玖龙湾,310,108.41,3室2厅,高,50.0,南,2023-01-01"
"中珠九悦,530,153.0,4室2厅,中,17.0,南北,2012-01-01"
"富华广场三期,450,180.5,4室2厅,高,15.0,东南,2005-01-01"
"日苑,185,104.95,3室2厅,中,7.0,南,2000-01-01"
"仁恒星园,379,153.17,3室2厅,低,26.0,南,2008-01-01"
"云顶澜山,306,125.42,3室2厅,低,32.0,南北,2014-01-01"
"香山人家,680,187.81,4室2厅,低,27.0,南北,2012-01-01"
"御景国际花园,310,110.88,3室1厅,低,32.0,南,2012-01-01"
"诚丰怡园,438,147.27,4室2厅,高,18.0,南,2010-01-01"
"云顶澜山,275,127.0,3室2厅,中,29.0,东南,2011-01-01"
"卓雅花园,155,90.48,3室2厅,低,7.0,北,2000-01-01"
"中海寰宇天下,331,105.0,3室2厅,中,22.0,东南,2020-01-01"
"仁恒星园,410,147.0,3室2厅,高,28.0,南,2008-01-01"
"海愉半岛,300,150.0,3室2厅,高,7.0,北,2003-01-01"
"广发新村,135,97.72,5室2厅,高,7.0,东南,1992-01-01"
